acc_1nn,budget,budget_floored,budget_fraction,budget_fraction_nominal,dataset,method,n_folds,n_proto,reduction,shared_build,swept
0.8832539682539682,6.0,False,0.018993369499698615,0.02,ionosphere,RSP3,10,99.1,0.6863019891500904,True,False
0.6867460317460318,6.0,False,0.018993369499698615,0.02,ionosphere,Random,10,6.0,0.9810066305003016,False,True
0.8375396825396825,6.0,False,0.018993369499698615,0.02,ionosphere,SPINE+1NN,10,6.0,0.9810066305003016,False,True
0.8318253968253968,6.0,False,0.018993369499698615,0.02,ionosphere,SPINE+Graph,10,6.0,0.9810066305003016,False,True
0.641031746031746,6.0,False,0.018993369499698615,0.02,ionosphere,SPOT,10,6.0,0.9810066305003016,False,True
0.865952380952381,16.0,False,0.050648985332529636,0.05,ionosphere,Full,10,315.9,0.0,True,False
0.8660317460317459,16.0,False,0.050648985332529636,0.05,ionosphere,GLVQ,10,16.0,0.9493510146674703,False,True
0.8803968253968254,16.0,False,0.050648985332529636,0.05,ionosphere,GNG,10,16.0,0.9493510146674703,False,True
0.8233333333333335,16.0,False,0.050648985332529636,0.05,ionosphere,KMeans,10,16.0,0.9493510146674703,False,True
0.886031746031746,16.0,False,0.050648985332529636,0.05,ionosphere,LVQ3,10,16.0,0.9493510146674703,False,True
0.8800793650793649,16.0,False,0.050648985332529636,0.05,ionosphere,RHC,10,33.0,0.8955354631303999,True,False
0.8832539682539682,16.0,False,0.050648985332529636,0.05,ionosphere,RSP3,10,99.1,0.6863019891500904,True,False
0.7523809523809525,16.0,False,0.050648985332529636,0.05,ionosphere,Random,10,16.0,0.9493510146674703,False,True
0.8403174603174604,16.0,False,0.050648985332529636,0.05,ionosphere,SPINE+1NN,10,16.0,0.9493510146674703,False,True
0.8603174603174603,16.0,False,0.050648985332529636,0.05,ionosphere,SPINE+Graph,10,16.0,0.9493510146674703,False,True
0.8318253968253968,16.0,False,0.050648985332529636,0.05,ionosphere,SPOT,10,16.0,0.9493510146674703,False,True
0.865952380952381,32.0,False,0.10129797066505927,0.1,ionosphere,Full,10,315.9,0.0,True,False
0.8632539682539683,32.0,False,0.10129797066505927,0.1,ionosphere,GLVQ,10,32.0,0.8987020293349406,False,True
0.8744444444444444,32.0,False,0.10129797066505927,0.1,ionosphere,GNG,10,32.0,0.8987020293349406,False,True
0.8290476190476191,32.0,False,0.10129797066505927,0.1,ionosphere,KMeans,10,32.0,0.8987020293349406,False,True
0.8802380952380953,32.0,False,0.10129797066505927,0.1,ionosphere,LVQ3,10,32.0,0.8987020293349406,False,True
0.8800793650793649,32.0,False,0.10129797066505927,0.1,ionosphere,RHC,10,33.0,0.8955354631303999,True,False
0.8832539682539682,32.0,False,0.10129797066505927,0.1,ionosphere,RSP3,10,99.1,0.6863019891500904,True,False
0.8004761904761905,32.0,False,0.10129797066505927,0.1,ionosphere,Random,10,32.0,0.8987020293349406,False,True
0.8660317460317459,32.0,False,0.10129797066505927,0.1,ionosphere,SPINE+1NN,10,32.0,0.8987020293349406,False,True
0.8774603174603174,32.0,False,0.10129797066505927,0.1,ionosphere,SPINE+Graph,10,32.0,0.8987020293349406,False,True
0.8432539682539681,32.0,False,0.10129797066505927,0.1,ionosphere,SPOT,10,32.0,0.8987020293349406,False,True
0.865952380952381,79.0,False,0.25007936507936507,0.25,ionosphere,Full,10,315.9,0.0,True,False
0.8576984126984127,79.0,False,0.25007936507936507,0.25,ionosphere,GLVQ,10,79.0,0.7499206349206349,False,True
0.8776984126984126,79.0,False,0.25007936507936507,0.25,ionosphere,GNG,10,79.0,0.7499206349206349,False,True
0.8206349206349206,79.0,False,0.25007936507936507,0.25,ionosphere,KMeans,10,79.0,0.7499206349206349,False,True
0.8717460317460317,79.0,False,0.25007936507936507,0.25,ionosphere,LVQ3,10,79.0,0.7499206349206349,False,True
0.8800793650793649,79.0,False,0.25007936507936507,0.25,ionosphere,RHC,10,33.0,0.8955354631303999,True,False
0.8832539682539682,79.0,False,0.25007936507936507,0.25,ionosphere,RSP3,10,99.1,0.6863019891500904,True,False
0.8376190476190477,79.0,False,0.25007936507936507,0.25,ionosphere,Random,10,79.0,0.7499206349206349,False,True
0.8602380952380951,79.0,False,0.25007936507936507,0.25,ionosphere,SPINE+1NN,10,79.0,0.7499206349206349,False,True
0.883095238095238,79.0,False,0.25007936507936507,0.25,ionosphere,SPINE+Graph,10,79.0,0.7499206349206349,False,True
0.8631746031746032,79.0,False,0.25007936507936507,0.25,ionosphere,SPOT,10,79.0,0.7499206349206349,False,True
0.9546506022163029,90.0,False,0.005000000132715029,0.005,letter,Full,10,18000.0,0.0,False,False
0.7886994215445484,90.0,False,0.005000000132715029,0.005,letter,GLVQ,10,90.0,0.9949999998672849,False,True
0.6457934627349512,90.0,False,0.005000000132715029,0.005,letter,GNG,10,90.0,0.9949999998672849,False,True
0.6771000757718821,90.0,False,0.005000000132715029,0.005,letter,KMeans,10,90.0,0.9949999998672849,False,True
0.7417521808452491,90.0,False,0.005000000132715029,0.005,letter,LVQ3,10,90.0,0.9949999998672849,False,True
0.9334495306491956,90.0,False,0.005000000132715029,0.005,letter,RHC,10,2213.1,0.8770498004317704,False,False
0.9506517677336201,90.0,False,0.005000000132715029,0.005,letter,RSP3,10,6816.3,0.6213166383747442,False,False
0.41364513480703397,90.0,False,0.005000000132715029,0.005,letter,Random,10,90.0,0.9949999998672849,False,True
0.7192045915187414,90.0,False,0.005000000132715029,0.005,letter,SPINE+1NN,10,90.0,0.9949999998672849,False,True
0.7803516332030634,90.0,False,0.005000000132715029,0.005,letter,SPINE+Graph,10,90.0,0.9949999998672849,False,True
0.48725373178606884,90.0,False,0.005000000132715029,0.005,letter,SPOT,10,90.0,0.9949999998672849,False,True
0.9546506022163029,180.0,False,0.010000000265430058,0.01,letter,Full,10,18000.0,0.0,True,False
0.7983486223798762,180.0,False,0.010000000265430058,0.01,letter,GLVQ,10,180.0,0.9899999997345701,False,True
0.7519081729453048,180.0,False,0.010000000265430058,0.01,letter,GNG,10,180.0,0.9899999997345701,False,True
0.7787052041919335,180.0,False,0.010000000265430058,0.01,letter,KMeans,10,180.0,0.9899999997345701,False,True
0.8518493188232188,180.0,False,0.010000000265430058,0.01,letter,LVQ3,10,180.0,0.9899999997345701,False,True
0.9334495306491956,180.0,False,0.010000000265430058,0.01,letter,RHC,10,2213.1,0.8770498004317704,True,False
0.9506517677336201,180.0,False,0.010000000265430058,0.01,letter,RSP3,10,6816.3,0.6213166383747442,True,False
0.5255439739068098,180.0,False,0.010000000265430058,0.01,letter,Random,10,180.0,0.9899999997345701,False,True
0.8039609661914225,180.0,False,0.010000000265430058,0.01,letter,SPINE+1NN,10,180.0,0.9899999997345701,False,True
0.8612491548999615,180.0,False,0.010000000265430058,0.01,letter,SPINE+Graph,10,180.0,0.9899999997345701,False,True
0.6197039300519946,180.0,False,0.010000000265430058,0.01,letter,SPOT,10,180.0,0.9899999997345701,False,True
0.9546506022163029,360.0,False,0.020000000530860117,0.02,letter,Full,10,18000.0,0.0,True,False
0.7954478062006187,360.0,False,0.020000000530860117,0.02,letter,GLVQ,10,360.0,0.97999999946914,False,True
0.842450916908923,360.0,False,0.020000000530860117,0.02,letter,GNG,10,360.0,0.97999999946914,False,True
0.8567971140734351,360.0,False,0.020000000530860117,0.02,letter,KMeans,10,360.0,0.97999999946914,False,True
0.9008026363927781,360.0,False,0.020000000530860117,0.02,letter,LVQ3,10,360.0,0.97999999946914,False,True
0.9334495306491956,360.0,False,0.020000000530860117,0.02,letter,RHC,10,2213.1,0.8770498004317704,True,False
0.9506517677336201,360.0,False,0.020000000530860117,0.02,letter,RSP3,10,6816.3,0.6213166383747442,True,False
0.637043132661114,360.0,False,0.020000000530860117,0.02,letter,Random,10,360.0,0.97999999946914,False,True
0.8685629239656831,360.0,False,0.020000000530860117,0.02,letter,SPINE+1NN,10,360.0,0.97999999946914,False,True
0.909798684089614,360.0,False,0.020000000530860117,0.02,letter,SPINE+Graph,10,360.0,0.97999999946914,False,True
0.7403475636648389,360.0,False,0.020000000530860117,0.02,letter,SPOT,10,360.0,0.97999999946914,False,True
0.9546506022163029,900.0,False,0.05000000132715029,0.05,letter,Full,10,18000.0,0.0,True,False
0.7937009074662511,900.0,False,0.05000000132715029,0.05,letter,GLVQ,10,900.0,0.9499999986728497,False,True
0.9146496158519339,900.0,False,0.05000000132715029,0.05,letter,GNG,10,900.0,0.9499999986728497,False,True
0.9149968181131991,900.0,False,0.05000000132715029,0.05,letter,KMeans,10,900.0,0.9499999986728497,False,True
0.9270491428843659,900.0,False,0.05000000132715029,0.05,letter,LVQ3,10,900.0,0.9499999986728497,False,True
0.9334495306491956,900.0,False,0.05000000132715029,0.05,letter,RHC,10,2213.1,0.8770498004317704,True,False
0.9506517677336201,900.0,False,0.05000000132715029,0.05,letter,RSP3,10,6816.3,0.6213166383747442,True,False
